
 ============================== NEW EXP: acos on laptop ============================== 
Here is an example (from the dev set):
Total examples = 326
Input : one day it just would not power up.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
Output: <aspect> it <category> battery operation_performance <opinion> implied <sentiment> negative</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
****** Conduct Training ******
Total examples = 326
Validation sanity check: 0it [00:00, ?it/s]
Validation sanity check:  50%|█████     | 1/2 [00:00<00:00,  1.91it/s]
Epoch 3:  34%|███▍      | 69/204 [00:39<01:16,  1.77it/s, loss=0.374, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  34%|███▍      | 69/204 [00:39<01:16,  1.77it/s, loss=0.385, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  34%|███▍      | 70/204 [00:39<01:15,  1.77it/s, loss=0.385, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  34%|███▍      | 70/204 [00:39<01:15,  1.77it/s, loss=0.390, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  35%|███▍      | 71/204 [00:40<01:15,  1.77it/s, loss=0.390, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  35%|███▍      | 71/204 [00:40<01:15,  1.77it/s, loss=0.384, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  35%|███▌      | 72/204 [00:40<01:14,  1.77it/s, loss=0.384, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  35%|███▌      | 72/204 [00:40<01:14,  1.77it/s, loss=0.371, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  36%|███▌      | 73/204 [00:41<01:14,  1.77it/s, loss=0.371, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  36%|███▌      | 73/204 [00:41<01:14,  1.77it/s, loss=0.369, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  36%|███▋      | 74/204 [00:41<01:13,  1.77it/s, loss=0.369, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  36%|███▋      | 74/204 [00:41<01:13,  1.77it/s, loss=0.361, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  37%|███▋      | 75/204 [00:42<01:13,  1.77it/s, loss=0.361, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  37%|███▋      | 75/204 [00:42<01:13,  1.77it/s, loss=0.355, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  37%|███▋      | 76/204 [00:43<01:12,  1.77it/s, loss=0.355, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  37%|███▋      | 76/204 [00:43<01:12,  1.77it/s, loss=0.358, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  38%|███▊      | 77/204 [00:43<01:11,  1.77it/s, loss=0.358, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  38%|███▊      | 77/204 [00:43<01:11,  1.77it/s, loss=0.360, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  38%|███▊      | 78/204 [00:44<01:11,  1.77it/s, loss=0.360, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  38%|███▊      | 78/204 [00:44<01:11,  1.77it/s, loss=0.363, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  39%|███▊      | 79/204 [00:44<01:10,  1.77it/s, loss=0.363, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  39%|███▊      | 79/204 [00:44<01:10,  1.77it/s, loss=0.368, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  39%|███▉      | 80/204 [00:45<01:10,  1.77it/s, loss=0.368, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  39%|███▉      | 80/204 [00:45<01:10,  1.77it/s, loss=0.358, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  40%|███▉      | 81/204 [00:45<01:09,  1.77it/s, loss=0.358, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  40%|███▉      | 81/204 [00:45<01:09,  1.77it/s, loss=0.346, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  40%|████      | 82/204 [00:46<01:09,  1.77it/s, loss=0.346, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  40%|████      | 82/204 [00:46<01:09,  1.77it/s, loss=0.352, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  41%|████      | 83/204 [00:47<01:08,  1.77it/s, loss=0.352, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  41%|████      | 83/204 [00:47<01:08,  1.77it/s, loss=0.347, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  41%|████      | 84/204 [00:47<01:07,  1.77it/s, loss=0.347, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  41%|████      | 84/204 [00:47<01:07,  1.77it/s, loss=0.345, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  42%|████▏     | 85/204 [00:48<01:07,  1.77it/s, loss=0.345, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  42%|████▏     | 85/204 [00:48<01:07,  1.77it/s, loss=0.351, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  42%|████▏     | 86/204 [00:48<01:06,  1.77it/s, loss=0.351, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  42%|████▏     | 86/204 [00:48<01:06,  1.77it/s, loss=0.352, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  43%|████▎     | 87/204 [00:49<01:06,  1.76it/s, loss=0.352, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  43%|████▎     | 87/204 [00:49<01:06,  1.76it/s, loss=0.343, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  43%|████▎     | 88/204 [00:49<01:05,  1.76it/s, loss=0.343, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  43%|████▎     | 88/204 [00:49<01:05,  1.76it/s, loss=0.344, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  44%|████▎     | 89/204 [00:50<01:05,  1.76it/s, loss=0.344, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  44%|████▎     | 89/204 [00:50<01:05,  1.76it/s, loss=0.334, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  44%|████▍     | 90/204 [00:50<01:04,  1.76it/s, loss=0.334, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  44%|████▍     | 90/204 [00:50<01:04,  1.76it/s, loss=0.323, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  45%|████▍     | 91/204 [00:51<01:04,  1.76it/s, loss=0.323, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  45%|████▍     | 91/204 [00:51<01:04,  1.76it/s, loss=0.325, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  45%|████▌     | 92/204 [00:52<01:03,  1.76it/s, loss=0.325, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  45%|████▌     | 92/204 [00:52<01:03,  1.76it/s, loss=0.321, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  46%|████▌     | 93/204 [00:52<01:02,  1.76it/s, loss=0.321, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  46%|████▌     | 93/204 [00:52<01:02,  1.76it/s, loss=0.329, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  46%|████▌     | 94/204 [00:53<01:02,  1.76it/s, loss=0.329, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  46%|████▌     | 94/204 [00:53<01:02,  1.76it/s, loss=0.331, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  47%|████▋     | 95/204 [00:53<01:01,  1.76it/s, loss=0.331, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  47%|████▋     | 95/204 [00:53<01:01,  1.76it/s, loss=0.334, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  47%|████▋     | 96/204 [00:54<01:01,  1.76it/s, loss=0.334, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  47%|████▋     | 96/204 [00:54<01:01,  1.76it/s, loss=0.336, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  48%|████▊     | 97/204 [00:54<01:00,  1.76it/s, loss=0.336, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  48%|████▊     | 97/204 [00:54<01:00,  1.76it/s, loss=0.336, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  48%|████▊     | 98/204 [00:55<01:00,  1.76it/s, loss=0.336, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  48%|████▊     | 98/204 [00:55<01:00,  1.76it/s, loss=0.338, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  49%|████▊     | 99/204 [00:56<00:59,  1.76it/s, loss=0.338, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  49%|████▊     | 99/204 [00:56<00:59,  1.76it/s, loss=0.328, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  49%|████▉     | 100/204 [00:56<00:58,  1.76it/s, loss=0.328, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  49%|████▉     | 100/204 [00:56<00:58,  1.76it/s, loss=0.337, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  50%|████▉     | 101/204 [00:57<00:58,  1.76it/s, loss=0.337, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  50%|████▉     | 101/204 [00:57<00:58,  1.76it/s, loss=0.329, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  50%|█████     | 102/204 [00:57<00:57,  1.76it/s, loss=0.329, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  50%|█████     | 102/204 [00:57<00:57,  1.76it/s, loss=0.325, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  50%|█████     | 103/204 [00:58<00:57,  1.76it/s, loss=0.325, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  50%|█████     | 103/204 [00:58<00:57,  1.76it/s, loss=0.320, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  51%|█████     | 104/204 [00:58<00:56,  1.76it/s, loss=0.320, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  51%|█████     | 104/204 [00:58<00:56,  1.76it/s, loss=0.333, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  51%|█████▏    | 105/204 [00:59<00:56,  1.76it/s, loss=0.333, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  51%|█████▏    | 105/204 [00:59<00:56,  1.76it/s, loss=0.331, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  52%|█████▏    | 106/204 [01:00<00:55,  1.76it/s, loss=0.331, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  52%|█████▏    | 106/204 [01:00<00:55,  1.76it/s, loss=0.343, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  52%|█████▏    | 107/204 [01:00<00:55,  1.76it/s, loss=0.343, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  52%|█████▏    | 107/204 [01:00<00:55,  1.76it/s, loss=0.341, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  53%|█████▎    | 108/204 [01:01<00:54,  1.76it/s, loss=0.341, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  53%|█████▎    | 108/204 [01:01<00:54,  1.76it/s, loss=0.329, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  53%|█████▎    | 109/204 [01:01<00:53,  1.76it/s, loss=0.329, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  53%|█████▎    | 109/204 [01:01<00:53,  1.76it/s, loss=0.329, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  54%|█████▍    | 110/204 [01:02<00:53,  1.76it/s, loss=0.329, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  54%|█████▍    | 110/204 [01:02<00:53,  1.76it/s, loss=0.337, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  54%|█████▍    | 111/204 [01:02<00:52,  1.76it/s, loss=0.337, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  54%|█████▍    | 111/204 [01:02<00:52,  1.76it/s, loss=0.339, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  55%|█████▍    | 112/204 [01:03<00:52,  1.76it/s, loss=0.339, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  55%|█████▍    | 112/204 [01:03<00:52,  1.76it/s, loss=0.344, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  55%|█████▌    | 113/204 [01:04<00:51,  1.76it/s, loss=0.344, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  55%|█████▌    | 113/204 [01:04<00:51,  1.76it/s, loss=0.337, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  56%|█████▌    | 114/204 [01:04<00:51,  1.76it/s, loss=0.337, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  56%|█████▌    | 114/204 [01:04<00:51,  1.76it/s, loss=0.342, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  56%|█████▋    | 115/204 [01:05<00:50,  1.76it/s, loss=0.342, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  56%|█████▋    | 115/204 [01:05<00:50,  1.76it/s, loss=0.341, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  57%|█████▋    | 116/204 [01:05<00:49,  1.76it/s, loss=0.341, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  57%|█████▋    | 116/204 [01:05<00:49,  1.76it/s, loss=0.338, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  57%|█████▋    | 117/204 [01:06<00:49,  1.76it/s, loss=0.338, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  57%|█████▋    | 117/204 [01:06<00:49,  1.76it/s, loss=0.333, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  58%|█████▊    | 118/204 [01:06<00:48,  1.76it/s, loss=0.333, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  58%|█████▊    | 118/204 [01:06<00:48,  1.76it/s, loss=0.332, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  58%|█████▊    | 119/204 [01:07<00:48,  1.76it/s, loss=0.332, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  58%|█████▊    | 119/204 [01:07<00:48,  1.76it/s, loss=0.338, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  59%|█████▉    | 120/204 [01:08<00:47,  1.76it/s, loss=0.338, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  59%|█████▉    | 120/204 [01:08<00:47,  1.76it/s, loss=0.333, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  59%|█████▉    | 121/204 [01:08<00:47,  1.76it/s, loss=0.333, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  59%|█████▉    | 121/204 [01:08<00:47,  1.76it/s, loss=0.332, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  60%|█████▉    | 122/204 [01:09<00:46,  1.76it/s, loss=0.332, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  60%|█████▉    | 122/204 [01:09<00:46,  1.76it/s, loss=0.331, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  60%|██████    | 123/204 [01:09<00:45,  1.76it/s, loss=0.331, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  60%|██████    | 123/204 [01:09<00:45,  1.76it/s, loss=0.343, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  61%|██████    | 124/204 [01:10<00:45,  1.76it/s, loss=0.343, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  61%|██████    | 124/204 [01:10<00:45,  1.76it/s, loss=0.329, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  61%|██████▏   | 125/204 [01:10<00:44,  1.76it/s, loss=0.329, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  61%|██████▏   | 125/204 [01:10<00:44,  1.76it/s, loss=0.332, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  62%|██████▏   | 126/204 [01:11<00:44,  1.76it/s, loss=0.332, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  62%|██████▏   | 126/204 [01:11<00:44,  1.76it/s, loss=0.323, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  62%|██████▏   | 127/204 [01:12<00:43,  1.76it/s, loss=0.323, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  62%|██████▏   | 127/204 [01:12<00:43,  1.76it/s, loss=0.327, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  63%|██████▎   | 128/204 [01:12<00:43,  1.76it/s, loss=0.327, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  63%|██████▎   | 128/204 [01:12<00:43,  1.76it/s, loss=0.333, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  63%|██████▎   | 129/204 [01:13<00:42,  1.76it/s, loss=0.333, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  63%|██████▎   | 129/204 [01:13<00:42,  1.76it/s, loss=0.332, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  64%|██████▎   | 130/204 [01:13<00:41,  1.76it/s, loss=0.332, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  64%|██████▎   | 130/204 [01:13<00:41,  1.76it/s, loss=0.328, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  64%|██████▍   | 131/204 [01:14<00:41,  1.76it/s, loss=0.328, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  64%|██████▍   | 131/204 [01:14<00:41,  1.76it/s, loss=0.327, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  65%|██████▍   | 132/204 [01:14<00:40,  1.76it/s, loss=0.327, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  65%|██████▍   | 132/204 [01:14<00:40,  1.76it/s, loss=0.330, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  65%|██████▌   | 133/204 [01:15<00:40,  1.76it/s, loss=0.330, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  65%|██████▌   | 133/204 [01:15<00:40,  1.76it/s, loss=0.326, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  66%|██████▌   | 134/204 [01:16<00:39,  1.76it/s, loss=0.326, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  66%|██████▌   | 134/204 [01:16<00:39,  1.76it/s, loss=0.319, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  66%|██████▌   | 135/204 [01:16<00:39,  1.76it/s, loss=0.319, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  66%|██████▌   | 135/204 [01:16<00:39,  1.76it/s, loss=0.321, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  67%|██████▋   | 136/204 [01:17<00:38,  1.76it/s, loss=0.321, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  67%|██████▋   | 136/204 [01:17<00:38,  1.76it/s, loss=0.319, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  67%|██████▋   | 137/204 [01:17<00:38,  1.76it/s, loss=0.319, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  67%|██████▋   | 137/204 [01:17<00:38,  1.76it/s, loss=0.323, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  68%|██████▊   | 138/204 [01:18<00:37,  1.76it/s, loss=0.323, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  68%|██████▊   | 138/204 [01:18<00:37,  1.76it/s, loss=0.329, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  68%|██████▊   | 139/204 [01:18<00:36,  1.76it/s, loss=0.329, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  68%|██████▊   | 139/204 [01:18<00:36,  1.76it/s, loss=0.328, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  69%|██████▊   | 140/204 [01:19<00:36,  1.76it/s, loss=0.328, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  69%|██████▊   | 140/204 [01:19<00:36,  1.76it/s, loss=0.321, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  69%|██████▉   | 141/204 [01:20<00:35,  1.76it/s, loss=0.321, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  69%|██████▉   | 141/204 [01:20<00:35,  1.76it/s, loss=0.332, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  70%|██████▉   | 142/204 [01:20<00:35,  1.76it/s, loss=0.332, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  70%|██████▉   | 142/204 [01:20<00:35,  1.76it/s, loss=0.329, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  70%|███████   | 143/204 [01:21<00:34,  1.76it/s, loss=0.329, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  70%|███████   | 143/204 [01:21<00:34,  1.76it/s, loss=0.322, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  71%|███████   | 144/204 [01:21<00:34,  1.76it/s, loss=0.322, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  71%|███████   | 144/204 [01:21<00:34,  1.76it/s, loss=0.323, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  71%|███████   | 145/204 [01:22<00:33,  1.76it/s, loss=0.323, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  71%|███████   | 145/204 [01:22<00:33,  1.76it/s, loss=0.320, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  72%|███████▏  | 146/204 [01:22<00:32,  1.76it/s, loss=0.320, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  72%|███████▏  | 146/204 [01:22<00:32,  1.76it/s, loss=0.327, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  72%|███████▏  | 147/204 [01:23<00:32,  1.76it/s, loss=0.327, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  72%|███████▏  | 147/204 [01:23<00:32,  1.76it/s, loss=0.327, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  73%|███████▎  | 148/204 [01:23<00:31,  1.76it/s, loss=0.327, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  73%|███████▎  | 148/204 [01:23<00:31,  1.76it/s, loss=0.330, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  73%|███████▎  | 149/204 [01:24<00:31,  1.76it/s, loss=0.330, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  73%|███████▎  | 149/204 [01:24<00:31,  1.76it/s, loss=0.338, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  74%|███████▎  | 150/204 [01:25<00:30,  1.76it/s, loss=0.338, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  74%|███████▎  | 150/204 [01:25<00:30,  1.76it/s, loss=0.345, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  74%|███████▍  | 151/204 [01:25<00:30,  1.76it/s, loss=0.345, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  74%|███████▍  | 151/204 [01:25<00:30,  1.76it/s, loss=0.348, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  75%|███████▍  | 152/204 [01:26<00:29,  1.76it/s, loss=0.348, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  75%|███████▍  | 152/204 [01:26<00:29,  1.76it/s, loss=0.345, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  75%|███████▌  | 153/204 [01:26<00:28,  1.76it/s, loss=0.345, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  75%|███████▌  | 153/204 [01:26<00:28,  1.76it/s, loss=0.356, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  75%|███████▌  | 154/204 [01:27<00:28,  1.76it/s, loss=0.356, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  75%|███████▌  | 154/204 [01:27<00:28,  1.76it/s, loss=0.354, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  76%|███████▌  | 155/204 [01:27<00:27,  1.76it/s, loss=0.354, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  76%|███████▌  | 155/204 [01:27<00:27,  1.76it/s, loss=0.352, v_num=0, val_loss=0.427, avg_train_loss=0.62]
Epoch 3:  76%|███████▋  | 156/204 [01:28<00:27,  1.76it/s, loss=0.352, v_num=0, val_loss=0.427, avg_train_loss=0.62]
